sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
883779813_Pg349_19.fsa,Pg349,KY_01,KY,75,0.001999600079984003,0.21675664867026592,0.09558088382323536,0.0031993601279744054,0.6824635072985404
883779813_Pg349_20.fsa,Pg349,KY_01,KY,76,0.002,0.20099999999999998,0.0056,0.002,0.7894
883779813_Pg349_21.fsa,Pg349,KY_01,KY,77,0.0018000000000000002,0.20079999999999995,0.0054,0.002,0.7899999999999999
883779813_Pg349_22.fsa,Pg349,KY_01,KY,78,0.0037984806077568972,0.19952019192323073,0.01819272291083567,0.013194722111155539,0.7652938824470211
883779813_Pg349_23.fsa,Pg349,KY_01,KY,79,0.0017996400719856032,0.19976004799040192,0.006798640271945612,0.0017996400719856032,0.7898420315936813
883779813_Pg349_24.fsa,Pg349,KY_01,KY,80,0.003600720144028806,0.20604120824164832,0.009201840368073616,0.0032006401280256056,0.7779555911182237
883779813_Pg350_01.fsa,Pg350,KY_03,KY,81,0.0021995600879824036,0.1845630873825235,0.39072185562887424,0.001999600079984003,0.42051589682063584
883779813_Pg350_02.fsa,Pg350,KY_03,KY,82,0.010195921631347462,0.410435825669732,0.16913234706117555,0.08076769292283088,0.32946821271491405
883779813_Pg350_03.fsa,Pg350,KY_03,KY,83,0.004200840168033608,0.19943988797759554,0.3980796159231847,0.0014002800560112022,0.396879375875175
883779813_Pg350_04.fsa,Pg350,KY_03,KY,84,0.0022,0.19619999999999999,0.38339999999999996,0.0012000000000000001,0.417
883779813_Pg350_05.fsa,Pg350,KY_03,KY,85,0.0016003200640128026,0.2106421284256851,0.373874774954991,0.001200240048009602,0.4126825365073014
883779813_Pg350_06.fsa,Pg350,KY_03,KY,86,0.004799040191961607,0.2009598080383923,0.3983203359328134,0.003399320135972806,0.3925214957008598
